,title,text,claimDate,reviewDate,claimant,publisher,url,label,poynter,poynter_title,poynter_link
2960,Sağlık Favipiravir adlı ilacın Covid-19 tedavi süresini kısaltarak ...,Favipiravir adlı ilacın Covid-19 tedavi süresini kısaltarak iyileştirdiği iddiası,2020-03-16T00:00:00Z,2020-03-22T00:00:00Z,Sosyal medya,Teyit.org,https://teyit.org/favipiravir-adli-ilacin-covid-19-tedavi-suresini-kisaltarak-iyilestirdigi-iddiasi,Sonuçlandırılamadı,0,favipiravir cures covid19,https://teyit.org/favipiravir-adli-ilacin-covid-19-tedavi-suresini-kisaltarak-iyilestirdigi-iddiasi/
2961,Avrupa'da salgın nedeniyle gıdanın karneye bağlandığı iddiası,Avrupa’da salgın nedeniyle gıdanın karneye bağlandığı iddiası,2020-03-18T00:00:00Z,2020-03-23T00:00:00Z,Yeni Akit,Teyit.org,https://teyit.org/avrupada-salgin-nedeniyle-gidanin-karneye-baglandigi-iddiasi,Yanlış,0,europe is rationing food due to the outbreak,https://teyit.org/avrupada-salgin-nedeniyle-gidanin-karneye-baglandigi-iddiasi/
2962,Her odaya bütün soğan koymanın yeni koronavirüs enfeksiyonunu ...,Her odaya bütün soğan koymanın yeni koronavirüs enfeksiyonunu engelleyeceği iddiası,2020-03-22T00:00:00Z,2020-03-23T00:00:00Z,Sosyal Medya,Teyit.org,https://teyit.org/her-odaya-butun-sogan-koymanin-yeni-koronavirus-enfeksiyonunu-engelleyecegi-iddiasi,Yanlış,0,a whole onion located indoors can absorb the viruses in the air,https://teyit.org/her-odaya-butun-sogan-koymanin-yeni-koronavirus-enfeksiyonunu-engelleyecegi-iddiasi/
2963,"COVID-19 Still Without A Definitive Cure, Amid Clinical Trials ...",A Facebook post asserts the US developed a COVID-19 vaccine she plans to release this Sunday.,2020-03-23T00:00:00Z,2020-03-26T00:00:00Z,,Dubawa,https://dubawa.org/covid-19-still-without-a-definite-cure-amid-clinical-trials/,"Currently, there are still no definitive and institutionalised vaccines for COVID-19; nonetheless, research persists and holds potential solutions.",1,a facebook post asserts the us developed a covid19 vaccine to release this sunday,https://dubawa.org/covid-19-still-without-a-definite-cure-amid-clinical-trials/
2964,,Ventilators in photo were stuck in a New York warehouse,,2020-04-03T23:10:00Z,Multiple sources,AFP Fact Check,https://factcheck.afp.com/misleading-posts-claim-ventilators-are-stuck-new-york-warehouse,Partly false,1,facebook posts featuring a photo of ventilators in the us state of new york claim the devices are stuck in a warehouse,https://factcheck.afp.com/misleading-posts-claim-ventilators-are-stuck-new-york-warehouse
2965,,Gargling water can proect against coronavirus,,2020-03-23T09:25:00Z,Multiple sources,AFP Fact Check,https://factcheck.afp.com/gargling-warm-salt-water-or-vinegar-does-not-prevent-coronavirus-infection-health-experts-say,False,1,gargling warm salt water or vinegar prevents coronavirus infection health experts say,https://factcheck.afp.com/gargling-warm-salt-water-or-vinegar-does-not-prevent-coronavirus-infection-health-experts-say
2966,[Fakta atau Hoaks] Benarkah Vladimir Putin Lepas 800 Harimau dan ...,Presiden Rusia Vladimir Putin melepas 800 harimau dan singa untuk memaksa warganya tetap di rumah dalam rangka mencegah penularan virus Corona COVID-19,2020-03-22T00:00:00Z,2020-03-23T00:00:00Z,Twitter dan WhatsApp,Cekfakta Tempo.co,https://cekfakta.tempo.co/fakta/694/fakta-atau-hoaks-benarkah-vladimir-putin-lepas-800-harimau-dan-singa-untuk-paksa-warganya-tetap-di-rumah,Sesat,1,vladimir putin released 800 tigers andlions to force residents to stay at home,https://cekfakta.tempo.co/fakta/694/fakta-atau-hoaks-benarkah-vladimir-putin-lepas-800-harimau-dan-singa-untuk-paksa-warganya-tetap-di-rumah
2967,[Fakta atau Hoaks] Benarkah WHO Sebut Obat Ibuprofen Bisa ...,Klaim bahwa WHO menyebut obat ibuprofen bisa membuat virus Corona COVID-19 hidup lebih lama,2020-03-21T00:00:00Z,2020-03-23T00:00:00Z,Grup-grup WhatsApp,Cekfakta Tempo.co,https://cekfakta.tempo.co/fakta/695/fakta-atau-hoaks-benarkah-who-sebut-obat-ibuprofen-bisa-membuat-corona-hidup-lebih-lama,Keliru,1,who says ibuprofen drugs can make the coronavirus live longer,https://cekfakta.tempo.co/fakta/695/fakta-atau-hoaks-benarkah-who-sebut-obat-ibuprofen-bisa-membuat-corona-hidup-lebih-lama
2968,,Advice sent to NHS staff on how to prevent novel coronavirus,2020-03-18T00:00:00Z,2020-03-25T09:50:00Z,Multiple sources,AFP Fact Check,https://factcheck.afp.com/hoax-circulates-uk-hospital-has-issued-special-advice-staff-prevent-covid-19-infection,False,1,a lengthy post purportedly contains advice on how to prevent infection from the novel coronavirus the post claims the advice was issued by a uk hospital to its medical staff,https://factcheck.afp.com/hoax-circulates-uk-hospital-has-issued-special-advice-staff-prevent-covid-19-infection
2969,,Un visuel montrant de nouvelles règles d'indemnisations liées au coronavirus,2020-03-26T00:00:00Z,2020-03-26T13:20:00Z,Johny Renaut,AFP Factuel,https://factuel.afp.com/ce-visuel-portant-sur-de-nouvelles-indemnites-de-salaire-cause-du-nouveau-coronavirus-est-errone,Erroné,1,governmental economic measures will allow unemployed people to earn 100 of their wage workers 70 and craftsmen 0,https://factuel.afp.com/ce-visuel-portant-sur-de-nouvelles-indemnites-de-salaire-cause-du-nouveau-coronavirus-est-errone
2970,There's no evidence COVID-19 can survive on surfaces up to 17 days,Says the CDC now says that the coronavirus can survive on surfaces for up to 17 days.,2020-03-23T00:00:00Z,,Facebook posts,PolitiFact,https://www.politifact.com/factchecks/2020/mar/26/facebook-posts/theres-no-evidence-covid-19-can-survive-surfaces-1/,False,1,the cdc now says that the coronavirus can survive on surfaces for up to 17 days,https://www.politifact.com/factchecks/2020/mar/26/facebook-posts/theres-no-evidence-covid-19-can-survive-surfaces-1/
2971,Putin didn't threaten jail time for coronavirus lockdown violators,“Putin has stated: Russian citizens (have) 2 options: Stay home for 15 days or in jail for 5 years.”,2020-03-23T00:00:00Z,,Instagram posts,PolitiFact,https://www.politifact.com/factchecks/2020/mar/24/instagram-posts/putin-didnt-threaten-jail-time-coronavirus-lockdow/,False,1,putin has stated russian citizens have 2 options stay home for 15 days or in jail for 5 years,https://www.politifact.com/factchecks/2020/mar/24/instagram-posts/putin-didnt-threaten-jail-time-coronavirus-lockdow/
2972,,Livestream shows looting in Mexico caused by coronavirus panic,2019-03-23T00:00:00Z,2020-03-27T14:41:00Z,Multiple sources,AFP Fact Check,https://factcheck.afp.com/footage-looting-was-filmed-years-pandemic,False,1,footage purportedly showing a looting spree in mexico prompted by panic over the novel coronavirus was aired on multiple facebook live streams and viewed by tens of thoUnited Statesnds of people during the week of 32320 posts sharing the streams claimed that the chaotic scene was happening in realtime,https://factcheck.afp.com/footage-looting-was-filmed-years-pandemic
2973,Facebook Messenger video falsely claims hot lemon juice can kill ...,"""Slices of lemon in a cup of hot water can save your life. The hot lemon can kill the proliferation of"" the novel coronavirus.",2020-03-23T00:00:00Z,,Chain message,PolitiFact,https://www.politifact.com/factchecks/2020/mar/24/chain-message/facebook-messenger-video-falsely-claims-hot-lemon-/,False,1,slices of lemon in a cup of hot water can save your life the hot lemon can kill the proliferation of the novel coronavirus,https://www.politifact.com/factchecks/2020/mar/24/chain-message/facebook-messenger-video-falsely-claims-hot-lemon-/
2974,,These photographs show the coffins of coronavirus victims,2020-03-24T00:00:00Z,2020-03-27T16:23:00Z,Multiple sources,AFP Fact Check,https://factcheck.afp.com/these-photos-show-coffins-victims-boat-disaster-2013,False,1,photographs shared hundreds of times online purport to show the coffins of italian victims of the novel coronavirus pandemic,https://factcheck.afp.com/these-photos-show-coffins-victims-boat-disaster-2013
2975,,Picture shows those deceased from COVID-19 in Italy,2020-03-17T00:00:00Z,2020-03-26T07:40:00Z,Multiple sources,AFP Fact Check,https://factcheck.afp.com/photo-shows-coffins-dead-migrants-after-boat-capsized-coast-italy-2013,False,0,photographs shared hundreds of times online purport to show the coffins of italian victims of the novel coronavirus pandemic,https://factcheck.afp.com/these-photos-show-coffins-victims-boat-disaster-2013
2976,Não é verdade que governo federal vai multar pessoas que ...,"A partir do dia 24 de março de 2020 até o dia 30 de abril de 2020, está expressamente proibida a saída de qualquer cidadão a não ser que o mesmo comprove que esteja a caminho de seu trabalho (mercados, padarias, farmácias ou meios de comunicações). A multa para o descumprimento da lei é de R$ 1.443,00 ou reclusão de 30 dias em regime fechado.",,2020-03-24T00:00:00Z,,Aos Fatos,https://www.aosfatos.org/noticias/nao-e-verdade-que-governo-vai-multar-pessoas-que-circularem-nas-ruas/,falso,0,brazilian government will apply fees to everyone who gets caught on the street after march 24,https://aosfatos.org/noticias/nao-e-verdade-que-governo-vai-multar-pessoas-que-circularem-nas-ruas/
2977,,South African schools to reopen in September,2020-03-23T00:00:00Z,2020-03-29T21:47:00Z,Multiple sources,AFP Fact Check,https://factcheck.afp.com/reopening-date-south-africas-schools-has-not-been-announced,False,1,multiple posts on social media claim that schools in south africa will reopen months from now in september as a result of the increase in covid19 cases,https://factcheck.afp.com/reopening-date-south-africas-schools-has-not-been-announced
2978,,Video shows man smearing sweat on lift buttons in Hong Kong building,2020-03-23T00:00:00Z,2020-04-01T05:50:00Z,Multiple sources,AFP Fact Check,https://factcheck.afp.com/video-has-circulated-media-reports-about-incident-thailand,False,1,a video has been viewed in multiple facebook posts and claims to show a man wiping his sweat on the buttons of a lift in a residential block in hong kong,https://factcheck.afp.com/video-has-circulated-media-reports-about-incident-thailand
2979,,"Sprachnachricht mit Behauptungen über Vitamin D, Mutation des Virus, Triage und 5G",2020-03-23T23:00:00Z,2020-03-27T15:40:52Z,Whatsapp-Sprachnachricht,Correctiv,https://correctiv.org/faktencheck/2020/03/27/vitamin-d-triage-und-5g-erneut-whatsapp-sprachnachricht-mit-falschen-informationen-zum-coronavirus/,Größtenteils falsch. Die Sprachnachricht enthält fast ausschließlich falsche Informationen zum Coronavirus.,0,you should take high doses of vitamin d against covid19 children dont get sick because they lack the receptors for the virus to bond the coronavirus is an unnatural mutation it is not susceptible to temperatures which is why infections will not sink in summer the oldest patients will not be treated and left to die 5g harms the immune system,https://correctiv.org/faktencheck/2020/03/27/vitamin-d-triage-und-5g-erneut-whatsapp-sprachnachricht-mit-falschen-informationen-zum-coronavirus
2980,,People died on the streets in China due to the new coronavirus,2020-01-29T00:00:00Z,2020-02-03T03:00:00Z,,AFP Fact Check,https://factcheck.afp.com/2014-photo-people-participating-art-project-frankfurt-germany,False,0,a photo has been shared in multiple posts on facebook and twitter alongside a claim it shows the bodies of people who died in italy after they became infected with the novel coronavirus covid19,https://factcheck.afp.com/photo-shows-people-participating-art-project-germany
2981,,This photo shows bodies of the coronavirus victims in Italy,,2020-04-01T04:35:00Z,Multiple sources,AFP Fact Check,https://factcheck.afp.com/photo-shows-people-participating-art-project-germany,False,1,a photo has been shared in multiple posts on facebook and twitter alongside a claim it shows the bodies of people who died in italy after they became infected with the novel coronavirus covid19,https://factcheck.afp.com/photo-shows-people-participating-art-project-germany
2982,'COVID-19 patients show symptoms most commonly in around five ...,COVID-19 patients will not show symptoms for the first 14 days,2020-03-23T00:00:00Z,2020-03-27T00:00:00Z,SOCIAL MEDIA POST,FACTLY,https://factly.in/covid-19-patients-show-symptoms-most-commonly-in-around-five-days-who/,FALSE,1,covid19 patients will not show symptoms for the first 14 days,https://factly.in/covid-19-patients-show-symptoms-most-commonly-in-around-five-days-who/
2983,The woman in the video is neither Canada PM's wife nor belongs to ...,Video of Canada PM Justin Trudeau’s wife pleading people to take COVID-19 seriously,2020-03-21T00:00:00Z,2020-03-23T00:00:00Z,SOCIAL MEDIA POST,FACTLY,https://factly.in/the-woman-in-the-video-is-neither-canada-pms-wife-nor-belongs-to-surat/,FALSE,1,video of canada pm justin trudeaus wife pleading for people to take covid19 seriously,https://factly.in/the-woman-in-the-video-is-neither-canada-pms-wife-nor-belongs-to-surat/
2984,Photo of a COVID-19 diagnostic test kit is being falsely shared as ...,Photo of a vaccine developed by US scientists for COVID-19,2020-03-22T00:00:00Z,2020-03-23T00:00:00Z,SOCIAL MEDIA POST,FACTLY,https://factly.in/photo-of-a-covid-19-diagnostic-test-kit-is-being-falsely-shared-as-covid-19-vaccine/,FLASE,1,photo of a vaccine developed by us scientists for covid19,https://factly.in/photo-of-a-covid-19-diagnostic-test-kit-is-being-falsely-shared-as-covid-19-vaccine/
2985,Fact Check: Holding breath for 10 seconds is not a coronavirus test,Hold your breath for 10 seconds to check if you have coronavirus or not,2020-03-17T00:00:00Z,2020-03-23T00:00:00Z,Social media users,India Today,https://www.indiatoday.in/fact-check/story/fact-check-coronavirus-hold-breath-1658725-2020-03-23,False,1,hold your breath for 10 seconds to check if you have the coronavirus,https://www.indiatoday.in/fact-check/story/fact-check-coronavirus-hold-breath-1658725-2020-03-23
2986,Não é verdade que vacina cura Covid-19 em três horas,"Boas notícias! Vacina contra o vírus Carona pronta. Capaz de curar o paciente dentro de 3 horas após a injeção. Tiremos o chapéu para os cientistas dos EUA. No momento, Trump anunciou que a Roche Medical Company lançará a vacina no próximo domingo e milhões de doses estão prontas!",2020-03-23T00:00:00Z,2020-03-23T00:00:00Z,,Aos Fatos,https://www.aosfatos.org/noticias/nao-e-verdade-que-vacina-cura-covid-19-em-tres-horas/,falso,0,vaccine made by roche medical company cures covid19 in 3 hours,https://aosfatos.org/noticias/nao-e-verdade-que-vacina-cura-covid-19-em-tres-horas/
2987,É falso que início do surto de H1N1 foi mais mortal que o de Covid-19,"Luladrão
H1N1 - gripe suína
Casos no Brasil - 58.178
Mortes - 2.101
Nível de pânico - é só um resfriado",2020-03-24T00:00:00Z,2020-03-24T00:00:00Z,desinformação,Aos Fatos,https://www.aosfatos.org/noticias/e-falso-que-inicio-do-surto-de-h1n1-foi-mais-mortal-que-o-de-covid-19/,falso,0,h1n1 was more lethal than covid19 in brazil,https://aosfatos.org/noticias/e-falso-que-inicio-do-surto-de-h1n1-foi-mais-mortal-que-o-de-covid-19/
2988,South African mayor incorrect about Covid-19 'vaccine',Interferon alpha-2b is a vaccine for the new coronavirus.,2020-03-18T12:00:00Z,2020-03-27T08:46:13Z,Mzwandile Masina,Africa Check,https://africacheck.org/fact-checks/reports/south-african-mayor-incorrect-about-covid-19-vaccine,Incorrect,0,south african mayor claimed that interferon alpha2b is a vaccine for the new coronavirus,https://africacheck.org/reports/south-african-mayor-incorrect-that-interferon-alpha-2b-a-covid-19-vaccine/
2989,É falso que filme chamado 'Coronavírus' foi lançado na China em ...,Só para lembrar esse filme foi lançado em 2013.,,2020-03-24T00:00:00Z,desinformação,Aos Fatos,https://www.aosfatos.org/noticias/e-falso-que-filme-chamado-coronavirus-foi-lancado-na-china-em-2013/,falso,0,china released a movie called coronavirus in 2013,https://aosfatos.org/noticias/e-falso-que-filme-chamado-coronavirus-foi-lancado-na-china-em-2013/
2990,,Italians sing Chinese song to thank China for COVID-19 aid,2020-03-23T00:00:00Z,2020-04-06T10:40:00Z,Multiple sources,AFP Fact Check,https://factcheck.afp.com/video-shows-belarusian-band-singing-chinese-song-covid-19-outbreak,False,1,a video has been viewed tens of thoUnited Statesnds of times on facebook twitter and youtube alongside a claim it shows italian nationals expressing their gratitude to china for providing aid during the novel coronavirus pandemic,https://factcheck.afp.com/video-shows-belarusian-band-singing-chinese-song-covid-19-outbreak
2991,,Sumamed u kombinaciji s lijekom protiv malarije liječi Covid-19,2020-03-21T00:00:00Z,2020-03-23T00:00:00Z,Donald Trump,Faktograf.hr,https://faktograf.hr/2020/03/23/moze-li-antibiotik-sumamed-izumljen-u-hrvatskoj-doista-izlijeciti-covid-19/,Nema još dovoljno dokaza da bi se moglo tvrditi da ova kombinacija lijekova doista djeluje protiv Covida-19,1,antibiotic invented in croatia cures coronavirus,https://faktograf.hr/2020/03/23/moze-li-antibiotik-sumamed-izumljen-u-hrvatskoj-doista-izlijeciti-covid-19/
2992,,Stigla corona i u Rusiju i Putin sazvao press konferenciju: Građani Rusije imate 2 opcije: 15 dana izolacije ili 5 godina zatvora. Doviđenja. Kraj press konferencije.,2020-03-21T00:00:00Z,2020-03-23T00:00:00Z,Viral social media post,Faktograf.hr,https://faktograf.hr/2020/03/23/ne-putin-ne-baca-ljude-u-zatvor-ako-ne-odu-u-izolaciju-na-15-dana/,Netočno je da je Putin rekao Rusima da moraju birati između 15 dana samoizolacije i 5 godina zatvora.,1,putin had a press conference and gave people a choice between 15 days isolation and 5 years in prison,https://faktograf.hr/2020/03/23/ne-putin-ne-baca-ljude-u-zatvor-ako-ne-odu-u-izolaciju-na-15-dana/
2993,,"This video shows food donated to Turkey, which is on lockdown due to the novel coronavirus pandemic",2020-03-23T00:00:00Z,2020-04-03T04:50:00Z,Multiple sources,AFP Fact Check,https://factcheck.afp.com/video-shows-donations-victims-deadly-earthquake-hit-eastern-turkey-january-2020,False,1,a video of food packets deposited on a street has been viewed millions of times on facebook twitter and youtube alongside a claim it shows food donations for people in turkey during a novel coronavirus lockdown,https://factcheck.afp.com/video-shows-donations-victims-deadly-earthquake-hit-eastern-turkey-january-2020
2994,,« Le chômage partiel est moins bien indemnisé que le chômage »,2020-03-23T00:00:00Z,2020-03-30T15:52:35Z,Plusieurs pages Facebook,Le Monde,https://www.lemonde.fr/les-decodeurs/article/2020/03/30/non-le-chomage-partiel-n-est-pas-moins-bien-indemnise-que-le-chomage_6034937_4355770.html,FAUX,1,the french state gives more benefit to people who were unemployed before the covid19 than it does for people who are partially unemployed due to the coronavirus,https://www.lemonde.fr/les-decodeurs/article/2020/03/30/non-le-chomage-partiel-n-est-pas-moins-bien-indemnise-que-le-chomage_6034937_4355770.html
2995,Don't let this Facebook post scare you: Hand sanitizer is flammable ...,"“This lady here applied sanitizer to her hands/forearms & went to the kitchen to cook. The moment she turned on the gas stove, her hands caught fire due to the alcohol contained in the sanitizer.”",2020-03-23T00:00:00Z,,Facebook posts,PolitiFact,https://www.politifact.com/factchecks/2020/apr/03/facebook-posts/dont-let-facebook-post-scare-you-hand-sanitizer-fl/,False,1,this lady here applied sanitizer to her handsforearms and went to the kitchen to cook the moment she turned on the gas stove her hands caught fire due to the alcohol contained in the sanitizer,https://www.politifact.com/factchecks/2020/apr/03/facebook-posts/dont-let-facebook-post-scare-you-hand-sanitizer-fl/
2996,,Os objetivos sinistros que a pandemia programada de coronavírus persegue. George Soros é acionista de laboratório em Wuhan e está por detrás da disseminação do novo coronavírus.,2020-03-14T11:11:50Z,2020-03-23T17:54:59Z,Utilizador do Facebook,Observador,https://observador.pt/factchecks/fact-check-george-soros-e-acionista-de-laboratorio-em-wuhan-e-esta-por-detras-do-novo-coronavirus/,Errado,1,george soros is one of the people responsible for the new coronavirus born in a laboratory,https://observador.pt/factchecks/fact-check-george-soros-e-acionista-de-laboratorio-em-wuhan-e-esta-por-detras-do-novo-coronavirus/
2997,Une immunologiste prévient qu'une vidéo virale « alarmiste » sur la ...,La seconde réinfection est pire que la première,2020-03-23T00:00:00Z,2020-03-28T00:00:00Z,Pascal Borel,Radio-Canada.ca,https://ici.radio-canada.ca/nouvelle/1689341/covid-19-pascal-borel-reinfection-ace2-recepteurs,Faux,1,the second covid19 infection is worse than the first one and can be fatal,https://ici.radio-canada.ca/nouvelle/1689341/covid-19-pascal-borel-reinfection-ace2-recepteurs
2998,Fact Check: Russia's Putin Did NOT Release 500 Lions To Keep ...,Russia's Putin Released 500 Lions To Keep People Indoors Amid Coronavirus,2020-03-23T19:13:19Z,2020-03-23T19:13:19Z,facebook.com,Lead Stories,https://leadstories.com/hoax-alert/2020/03/Fact-Check-Russia's-Putin-Did-NOT-Release-500-Lions-To-Keep-People-Indoors-Amid-Coronavirus.html,Hoax!,1,russian president putin released 500 lions onto the streets to keep people indoors,https://leadstories.com/hoax-alert/2020/03/Fact-Check-Russia's-Putin-Did-NOT-Release-500-Lions-To-Keep-People-Indoors-Amid-Coronavirus.html
2999,Fact Check: The Flu Shot Does NOT Increase Risk Of Contracting ...,The flu shot increases by 36% the risk of having the COVID-19 - Dr. Serge,2020-03-25T17:45:33Z,2020-03-25T17:45:33Z,drsergegregoire.com,Lead Stories,https://leadstories.com/hoax-alert/2020/03/fact-check-the-flu-shot-does-not-increase-by-36-the-risk-of-having-the-covid-19.html,FALSE,1,getting a flu shot increases the risk of coronavirus by 36,https://leadstories.com/hoax-alert/2020/03/fact-check-the-flu-shot-does-not-increase-by-36-the-risk-of-having-the-covid-19.html
3000,Fact Check: Trump Did NOT Call Coronavirus A 'Hoax' Or 'Political ...,Occupy Democrats,2020-04-13T16:24:11Z,2020-04-13T16:24:11Z,facebook.com,Lead Stories,https://leadstories.com/hoax-alert/2020/04/fact-check-occupy-democrats-occupy-democrats-82m-likes-occupy-democrats-a-merger.html,Misleading,0,president trump refers to the coronavirus as a hoax in an audio clip,https://leadstories.com/hoax-alert/2020/04/fact-check-president-trump-did-not-refer-to-coronavirus-as-a-hoax.html
3001,Fact Check: Audio Of Biden Calling Coronavirus A 'Hoax' WAS ...,Trump War Room - Text TRUMP to 88022 on Twitter,2020-04-03T15:01:46Z,2020-04-03T15:01:46Z,twitter.com,Lead Stories,https://leadstories.com/hoax-alert/2020/04/fact-check-audio-of-biden-calling-coronavirus-a-hoax-was-manipulated.html,Edited Audio,0,president trump refers to the coronavirus as a hoax in an audio clip,https://leadstories.com/hoax-alert/2020/04/fact-check-president-trump-did-not-refer-to-coronavirus-as-a-hoax.html
3002,,Deutschland lehnt jegliche Hilfe aus China zur Bekämpfung der Pandemie ab,2020-03-22T23:00:00Z,2020-04-20T15:55:05Z,RT Deutsch,Correctiv,https://correctiv.org/faktencheck/2020/04/20/corona-krise-nein-deutschland-lehnt-nicht-jegliche-hilfe-aus-china-ab/,Falsch. Deutschland hat keine Hilfsangebote aus China abgelehnt.,0,germany refused to take any help from china,https://correctiv.org/faktencheck/2020/04/20/corona-krise-nein-deutschland-lehnt-nicht-jegliche-hilfe-aus-china-ab
3003,,Johns Hopkins is the source of a list of points on the novel coronavirus,2020-03-31T00:00:00Z,2020-04-22T23:12:00Z,Multiple sources,AFP Fact Check,https://factcheck.afp.com/misleading-coronavirus-information-falsely-attributed-johns-hopkins,Misleading,1,social media posts attribute a list of points about the novel coronavirus to johns hopkins a leading source of information on the virus,https://factcheck.afp.com/misleading-coronavirus-information-falsely-attributed-johns-hopkins
3004,,Une liste de conseils sur le coronavirus de l'institut Johns Hopkins,,2020-04-24T17:00:00Z,Sources multiples,AFP Factuel,https://factuel.afp.com/cette-liste-attribuee-linstitut-johns-hopkins-melange-affirmations-justes-et-trompeuses,Attention,1,this list shared by johns hopkins institute is giving advices to prevent and fight covid19,https://factuel.afp.com/cette-liste-attribuee-linstitut-johns-hopkins-melange-affirmations-justes-et-trompeuses
3005,,O médico Drauzio Varella está recomendando que as pessoas saiam de casa em meio à pandemia do novo coronavírus,2020-03-22T00:00:00Z,2020-03-23T23:27:00Z,Várias fontes,AFP Checamos,https://checamos.afp.com/o-video-em-que-drauzio-varella-diz-que-continuara-andando-nas-ruas-e-de-30-de-janeiro-antes-da,Enganoso,1,the video in which doctor and brazilian tv personality drauzio varella says he will continue walking on the streets,https://checamos.afp.com/o-video-em-que-drauzio-varella-diz-que-continuara-andando-nas-ruas-e-de-30-de-janeiro-antes-da
3006,,Vagón de tren con el nombre de COVID-19 a un lado,2020-03-20T00:00:00Z,2020-03-23T18:43:00Z,Varias fuentes,AFP Factual,https://factual.afp.com/este-vagon-no-lleva-la-inscripcion-covid-19-su-fabricante-denuncia-una-manipulacion,Falso,1,this wagon bears the inscription covid19,https://factual.afp.com/este-vagon-no-lleva-la-inscripcion-covid-19-su-fabricante-denuncia-una-manipulacion
3007,,La #platacoloidal es un #antibióticonatural que permite combatir el coronavirus,2020-03-17T00:00:00Z,2020-03-23T20:52:00Z,Varias fuentes,AFP Factual,https://factual.afp.com/consumir-plata-coloidal-no-previene-ni-sirve-como-tratamiento-para-el-nuevo-coronavirus,Falso,1,consuming colloidal silver prevents or serve as a treatment for the new coronavirus,https://factual.afp.com/consumir-plata-coloidal-no-previene-ni-sirve-como-tratamiento-para-el-nuevo-coronavirus
3008,#Verificamos: Marinha não aplica protocolo que prescreve 'uso ...,"“URGENTE! NOVO PROTOCOLO IVERMECTINA MARINHA DO BRASIL P/ A COVID-19, URGENT! NEW IVERMECTIN PROTOCOL”",2020-06-23T18:18:40Z,2020-06-23T18:18:40Z,Vídeo no Youtube,UOL,https://piaui.folha.uol.com.br/lupa/2020/06/23/verificamos-marinha-protocolo-ivermectina/,Verdadeiro,1,the brazilian navy established a treatment protocol for covid19 patients with mild symptoms using invermectin,https://piaui.folha.uol.com.br/lupa/2020/06/23/verificamos-marinha-protocolo-ivermectina/
3009,Fact Check: Trudeau's wife did not make video in her quarantine,Trudeaus wife make video in her quarantine,2020-03-23T03:32:04Z,2020-03-23T03:32:04Z,Social Media Users,Newsmeter,https://newsmeter.in/fact-check-trudeaus-wife-did-not-make-video-in-her-quarantine/,False,1,video shows canadian pm trudeaus wife in quarantine,https://newsmeter.in/fact-check-trudeaus-wife-did-not-make-video-in-her-quarantine/
3010,"Fact Check: Has Russia released 500 lions, forcing people to stay ...","Russia released 500 lions, forcing people to stay indoors given the COVID-19 pandemic",2020-03-23T04:01:28Z,2020-03-23T04:01:28Z,Social Media Users,Newsmeter,https://newsmeter.in/fact-check-has-russia-released-500-lions-forcing-people-to-stay-indoors-given-the-covid-19-pandemic/,False,1,russia released 500 lions forcing people to stay indoors given the covid19 pandemic,https://newsmeter.in/fact-check-has-russia-released-500-lions-forcing-people-to-stay-indoors-given-the-covid-19-pandemic/
3011,,El limón y el bicarbonato matan el coronavirus,,2020-03-22T00:00:00Z,,Newtral,https://www.newtral.es/el-limon-y-el-bicarbonato-no-matan-el-coronavirus/20200322/,Falso,1,lemon and bicarbonate kill the virus,https://www.newtral.es/el-limon-y-el-bicarbonato-no-matan-el-coronavirus/20200322/
3012,,Aspirar vapor de agua hirviendo durante cinco minutos desactiva el coronavirus,,2020-03-22T00:00:00Z,,Newtral,https://www.newtral.es/aspirar-vapor-de-agua-hirviendo-durante-cinco-minutos-no-desactiva-el-coronavirus/20200322/,Falso,1,aspirating boiling water vapor for five minutes deactivates the coronavirus,https://www.newtral.es/aspirar-vapor-de-agua-hirviendo-durante-cinco-minutos-no-desactiva-el-coronavirus/20200322/
3013,,Aspirar vapor de agua hirviendo durante cinco minutos desactiva el coronavirus,,2020-03-22T00:00:00Z,,Newtral,https://www.newtral.es/aspirar-vapor-de-agua-hirviendo-durante-cinco-minutos-no-desactiva-el-coronavirus/20200322/,Falso,1,aspirating boiling water vapor for five minutes deactivates the coronavirus,https://www.newtral.es/aspirar-vapor-de-agua-hirviendo-durante-cinco-minutos-no-desactiva-el-coronavirus/20200322/
3014,,El limón y el bicarbonato matan el coronavirus,,2020-03-22T00:00:00Z,,Newtral,https://www.newtral.es/el-limon-y-el-bicarbonato-no-matan-el-coronavirus/20200322/,Falso,1,lemon and bicarbonate kill the virus,https://www.newtral.es/el-limon-y-el-bicarbonato-no-matan-el-coronavirus/20200322/
3015,[Fakta atau Hoaks] Benarkah Akan Ada Penyemprotan Racun untuk ...,Akan ada penyemprotan racun untuk virus Corona Covid-19 dari Malaysia dan Singapura lewat udara,2020-03-22T00:00:00Z,2020-03-22T00:00:00Z,Beredar di WhatsApp,Cekfakta Tempo.co,https://cekfakta.tempo.co/fakta/692/fakta-atau-hoaks-benarkah-akan-ada-penyemprotan-racun-untuk-corona-dari-malaysia-dan-singapura-lewat-udara,Keliru,1,poison spray for coronavirus from malaysia and singapore by air,https://cekfakta.tempo.co/fakta/692/fakta-atau-hoaks-benarkah-akan-ada-penyemprotan-racun-untuk-corona-dari-malaysia-dan-singapura-lewat-udara
